Account,Posted dt.,Doc dt.,Doc,Memo/Description,Department,JNL,Debit,Credit,Balance
2032,8/10/2020,8/10/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,39.6,-49164.02
2032,8/10/2020,8/10/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,40.22,-49204.24
2032,8/10/2020,8/10/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,44,-49248.24
2032,8/10/2020,8/10/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,67.37,-49315.61
2032,8/10/2020,8/10/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,84.7,-49400.31
2032,8/10/2020,8/10/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,7.11,-49407.42
2032,8/10/2020,8/10/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,10.98,-49418.4
2032,8/10/2020,8/10/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,10.98,-49429.38
2032,8/10/2020,8/10/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,35.53,-49464.91
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-49474.8
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-49484.69
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-49494.58
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-49504.47
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-49514.36
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-49524.25
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,10.83,-49535.08
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,10.99,-49546.07
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,15.05,-49561.12
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49581.11
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49601.1
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49621.09
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49641.08
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49661.07
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49681.06
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49701.05
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49721.04
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,19.99,-49741.03
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.19,-49762.22
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.26,-49783.48
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.39,-49804.87
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.39,-49826.26
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.39,-49847.65
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.39,-49869.04
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.54,-49890.58
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.59,-49912.17
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.59,-49933.76
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.69,-49955.45
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.69,-49977.14
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,21.89,-49999.03
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,31.35,-50030.38
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,260,-50290.38
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,267.99,-50558.37
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,290.1,-50848.47
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-Returns,,HJ,,15.05,-50863.52
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-equipment,,HJ,,31.35,-50894.87
2032,8/10/2020,8/10/2020,Joseph Zarate,Imported from Bank of America Visa-equipment,,HJ,,31.35,-50926.22
2032,8/10/2020,8/10/2020,Uriel Guadarrama,Imported from Bank of America Visa-Document Studio for Jashive,,HJ,,39,-50965.22
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50968.38
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50971.54
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50974.7
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50977.86
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50981.02
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50984.18
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,3.16,-50987.34
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-50991.36
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-50995.38
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-50999.4
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51003.42
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51007.44
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51011.46
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51015.48
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51019.5
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51023.52
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51027.54
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51031.56
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.02,-51035.58
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51040.47
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51045.36
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51050.25
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51055.14
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51060.03
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51064.92
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51069.81
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51074.7
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51079.59
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51084.48
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51089.37
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51094.26
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51099.15
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,4.89,-51104.04
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,5.06,-51109.1
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51115.3
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51121.5
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51127.7
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51133.9
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51140.1
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51146.3
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51152.5
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51158.7
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51164.9
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51171.1
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51177.3
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.2,-51183.5
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51189.71
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51195.92
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51202.13
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51208.34
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51214.55
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51220.76
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51226.97
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51233.18
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51239.39
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51245.6
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51251.81
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.21,-51258.02
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,6.51,-51264.53
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,7.82,-51272.35
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,7.82,-51280.17
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,10.06,-51290.23
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,10.06,-51300.29
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51316.1
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51331.91
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51347.72
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51363.53
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51379.34
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51395.15
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.81,-51410.96
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,16.72,-51427.68
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51447.75
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51467.82
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51487.89
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51507.96
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51528.03
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51548.1
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51568.17
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51588.24
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51608.31
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51628.38
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51648.45
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,20.07,-51668.52
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,25.3,-51693.82
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,25.84,-51719.66
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,25.84,-51745.5
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,32.52,-51778.02
2032,8/11/2020,8/11/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,83.6,-51861.62
2032,8/11/2020,8/11/2020,Chris D PLACEHOLDER,Imported from Bank of America Visa-Book for team PD,,HJ,,11.65,-51873.27
2032,8/11/2020,8/11/2020,Chris D PLACEHOLDER,Imported from Bank of America Visa-Book for team PD,,HJ,,11.68,-51884.95
2032,8/11/2020,8/11/2020,Chris D PLACEHOLDER,Imported from Bank of America Visa-Book prize sent to employee,,HJ,,6.92,-51891.87
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,11.71,-51903.58
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,18.1,-51921.68
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,18.1,-51939.78
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,21.62,-51961.4
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,33.4,-51994.8
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,33.41,-52028.21
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,58.54,-52086.75
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-New hire packages,,HJ,,108.07,-52194.82
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-Paper materials for new hire packages,,HJ,,5.93,-52200.75
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-Paper materials for new hire packages,,HJ,,9.16,-52209.91
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-Paper materials for new hire packages,,HJ,,9.16,-52219.07
2032,8/11/2020,8/11/2020,Elizabeth Peinado,Imported from Bank of America Visa-Paper materials for new hire packages,,HJ,,29.63,-52248.7
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-52258.59
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-52268.48
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-52278.37
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-52288.26
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-52298.15
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-52308.04
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,10.48,-52318.52
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,10.58,-52329.1
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,10.99,-52340.09
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,114.35,-52454.44
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,114.35,-52568.79
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,114.35,-52683.14
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,114.35,-52797.49
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,260,-53057.49
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,267.99,-53325.48
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-equipment,,HJ,,114.35,-53439.83
2032,8/11/2020,8/11/2020,Joseph Zarate,Imported from Bank of America Visa-equipment,,HJ,,125.34,-53565.17
2032,8/11/2020,8/11/2020,Nicole Prahin,Imported from Bank of America Visa-Ink for at home work use,,HJ,,5.35,-53570.52
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,5.56,-53576.08
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,5.56,-53581.64
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,8.58,-53590.22
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,8.58,-53598.8
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,8.59,-53607.39
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,8.59,-53615.98
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,10.12,-53626.1
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.64,-53641.74
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,15.64,-53657.38
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,27.77,-53685.15
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,27.77,-53712.92
2032,8/12/2020,8/12/2020,Alan Safran,Imported from Bank of America Visa-Background checks for fellows,,HJ,,50.6,-53763.52
2032,8/12/2020,8/12/2020,Antonio Gutierrez,Imported from Bank of America Visa-Agent of record services,,HJ,,299,-54062.52
2032,8/12/2020,8/12/2020,Antonio Gutierrez,Imported from Bank of America Visa-online phone and fax,,HJ,,234.79,-54297.31
2032,8/12/2020,8/12/2020,Chris D PLACEHOLDER,Imported from Bank of America Visa-Book prize sent to AmeriCorps member,,HJ,,12.07,-54309.38
2032,8/12/2020,8/12/2020,Chris D PLACEHOLDER,Imported from Bank of America Visa-Book prize sent to AmeriCorps member,,HJ,,12.07,-54321.45
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,1.44,-54322.89
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,4.15,,-54318.74
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,9.89,-54328.63
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,15.05,-54343.68
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,30.1,-54373.78
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,41.69,-54415.47
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,45.15,-54460.62
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-54549.51
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-54638.4
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-54727.29
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-54816.18
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-54905.07
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-54993.96
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55082.85
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55171.74
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55260.63
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55349.52
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55438.41
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55527.3
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55616.19
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55705.08
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55793.97
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55882.86
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-55971.75
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56060.64
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56149.53
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56238.42
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56327.31
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56416.2
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56505.09
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56593.98
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56682.87
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56771.76
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,88.89,-56860.65
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,94.22,-56954.87
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,94.53,-57049.4
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,95.11,-57144.51
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,95.11,-57239.62
2032,8/12/2020,8/12/2020,Joseph Zarate,Imported from Bank of America Visa-New hire equipment,,HJ,,95.11,-57334.73
